period,wave,question_text,answer_text,demo_category,demo_value,percentage,n_size
אמצע שבוע,גל 19 במאי,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?","סה""כ צופים",כללי,סהכ,93.81,502
אמצע שבוע,גל 25 במאי,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?","סה""כ צופים",כללי,סהכ,95.53,505
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?","סה""כ צופים",גלים,חיבור שניהם,94.69,1007
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?","סה""כ צופים",מגדר,גברים,95.79,503
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?","סה""כ צופים",מגדר,נשים,93.51,504
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?","סה""כ צופים",גיל,18-29,92.96,254
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?","סה""כ צופים",גיל,30-49,93.75,392
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?","סה""כ צופים",גיל,50+,96.77,361
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?","סה""כ צופים",השכלה,נמוכה,92.39,108
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?","סה""כ צופים",השכלה,בינונית,96.13,197
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?","סה""כ צופים",השכלה,גבוהה,94.61,702
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?","סה""כ צופים",הכנסה,מתחת לממוצע,93.93,358
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?","סה""כ צופים",הכנסה,ממוצעת,95.18,239
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?","סה""כ צופים",הכנסה,מעל לממוצע,95.64,314
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?","סה""כ צופים",דת,חילוני,95.61,468
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?","סה""כ צופים",דת,מסורתי,96.26,325
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?","סה""כ צופים",דת,דתי,92.56,141
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?","סה""כ צופים",דת,חרדי,66.67,73
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?","סה""כ צופים",מחוז,ירושלים,93.98,98
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?","סה""כ צופים",מחוז,צפון,93.62,102
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?","סה""כ צופים",מחוז,חיפה,94.29,112
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?","סה""כ צופים",מחוז,מרכז,94.83,296
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?","סה""כ צופים",מחוז,תל אביב,96.45,203
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?","סה""כ צופים",מחוז,דרום,92.54,147
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?","סה""כ צופים",מחוז,"יו""ש",97.37,49
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?","סה""כ צופים",חיבור,יס,99.11,225
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?","סה""כ צופים",חיבור,הוט,98.42,190
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?","סה""כ צופים",חיבור,סלקום,94.7,132
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?","סה""כ צופים",חיבור,פרטנר,98.06,103
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?","סה""כ צופים",חיבור,עידן פלוס,96.77,31
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?","סה""כ צופים",חיבור,צלחת פרטית,100,2
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?","סה""כ צופים",חיבור,סטרימר,87.14,70
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?","סה""כ צופים",חיבור,פרי טיוי,96.43,84
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?","סה""כ צופים",חיבור,אחרים,78,50
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?","סה""כ צופים",חיבור,לא יודע,68.57,35
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?","סה""כ צופים",צפייה השבוע,כאן 11,100,452
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?","סה""כ צופים",צפייה השבוע,קשת 12,100,617
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?","סה""כ צופים",צפייה השבוע,רשת 13,100,397
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?","סה""כ צופים",צפייה השבוע,עכשיו 14,100,284
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?","סה""כ צופים",צפייה השבוע,i24NEWS,100,158
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?","סה""כ צופים",צפייה השבוע,אחרים,100,185
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?","סה""כ צופים",צפייה השבוע,לא צפיתי,0,49
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?","סה""כ צופים",ערוץ עיקרי,כאן 11,93.48,92
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?","סה""כ צופים",ערוץ עיקרי,קשת 12,96.47,397
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?","סה""כ צופים",ערוץ עיקרי,רשת 13,97.03,101
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?","סה""כ צופים",ערוץ עיקרי,עכשיו 14,96.41,167
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?","סה""כ צופים",ערוץ עיקרי,i24NEWS,96.77,31
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?","סה""כ צופים",ערוץ עיקרי,אחרים,90.48,42
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?","סה""כ צופים",ערוץ עיקרי,אין עיקרי,83.7,92
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?","סה""כ צופים",פוליטיקה,ימין,95.07,640
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?","סה""כ צופים",פוליטיקה,מרכז,96,231
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?","סה""כ צופים",פוליטיקה,שמאל,92.59,110
אמצע שבוע,גל 19 במאי,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?",ערוץ כאן 11,כללי,סהכ,54.42,502
אמצע שבוע,גל 25 במאי,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?",ערוץ כאן 11,כללי,סהכ,43.83,505
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?",ערוץ כאן 11,גלים,חיבור שניהם,49.02,1007
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?",ערוץ כאן 11,מגדר,גברים,54.74,503
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?",ערוץ כאן 11,מגדר,נשים,42.95,504
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?",ערוץ כאן 11,גיל,18-29,43.66,254
אמצע שבוע,חיבור שני הגלים,"בשאלות הבאות נבקשך להתייחס לצפייה בטלוויזיה, הכוונה לצפייה ישירה בתכנים בטלוויזיה, ולא לצפייה בתכנים באמצעים אחרים כמו בדיגיטל (אתרי אינטרנט, רשתות חברתיות) ו/או צפייה מאוחרת/מוקלטת.האם צפית בטלוויזיה בשבוע האחרון לפחות 10 דקות? אם כן, באיזה ערוצים צפית?",ערוץ כאן 11,גיל,30-49,44.29,392
